,Tile Latitude,Tile Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Distance,Venue Tip Count,Venue Users Count,Venue Checkins Count,Venue Visits Count
0,40.86724515689329,-73.9215208078603,4bd5f4d229eb9c74c64594e1,"""U"" Like",40.8675317158944,-73.92156645636662,Chinese Restaurant,32.10435447689812,7,189,456,580
1,40.85466873767932,-73.9305039644417,5058dee4e4b06d30e81bcdb2,$1 Pizza & Empanadas,40.85457992553711,-73.92991638183594,Pizza Place,50.41134480167813,0,20,27,38
2,40.728904545539606,-73.99338606051155,59cc36e54382ab0e5feb53ad,&pizza,40.72977004973229,-73.99273619055748,Pizza Place,110.76312680194002,9,1450,818,2179
3,40.74507422738614,-73.9879961665627,594076b2840fc235e72564c2,&pizza,40.74520457937066,-73.98823142051697,Pizza Place,24.56107555203715,19,2166,2181,3646
4,40.78100685371177,-73.98080964129758,4a8c835ef964a5204e0e20e3,'Cesca,40.78053293317252,-73.98009419721154,Italian Restaurant,80.06136014126598,57,3004,3134,4950
5,40.74327759606986,-73.98619953524644,50b7a31be4b08ce3c6a733d2,'Essen,40.743377055981284,-73.98631283675908,Deli / Bodega,14.613543310281045,86,8251,14995,27588
6,40.74327759606986,-73.99338606051155,56a8ffbb498e6d9f0e88052d,'Essen Slow Fast Food,40.74251926464117,-73.99318889229394,Deli / Bodega,85.9700872875222,31,8911,7236,23012
7,40.739684333437296,-73.98979279787898,49a5746cf964a5209c521fe3,'Wichcraft,40.73934726200726,-73.99007891470997,Sandwich Place,44.577141793519324,96,7383,15685,19289
8,40.75226075265128,-74.00775911104179,45ae0904f964a5207a411fe3,'Wichcraft - The Tunnel,40.75241329422632,-74.00707858536282,Sandwich Place,59.79927717162853,12,740,1700,2158
9,40.7199213889582,-74.00955574235809,45ae08b6f964a52079411fe3,'Wichcraft - Tribeca,40.72056,-74.009858,Sandwich Place,75.46456391328663,32,2599,6831,8342
10,40.750464121334986,-74.00596247972555,4c8fe0d13b3e9c7460792dcb,'Wichcraft - West Chelsea,40.751317016953294,-74.00651017895298,Sandwich Place,105.49744034723294,22,2559,6641,8736
11,40.82053274266997,-73.94308038365567,4d0ee6eaba378cfad34e6e93,(2657) Food Center Inc.,40.82080185413361,-73.943538,Deli / Bodega,48.78267473303651,1,52,162,211
12,40.70734496974423,-74.00236921709295,5bc21875418686002c78c610,10 Corso Como Cafe,40.707063,-74.002864,Italian Restaurant,52.19340035528384,2,103,85,119
13,40.83490579320022,-73.94128375233939,4ebf1f164690d2338913c5bc,100% Patacon & Cachapa,40.83440540016228,-73.94107678063176,South American Restaurant,58.320412215535384,1,27,41,41
14,40.80076979819086,-73.9502669089208,56cbdbfccd1074dd123beeea,101 Lenox Gourmet,40.801575,-73.95034,Deli / Bodega,89.77365341027884,0,27,3,37
15,40.791786641609455,-73.95206354023708,4dd658e1ae60680f14eaa466,102nd Street Coffee Cart,40.7916300920085,-73.95243094600578,Breakfast Spot,35.5031020864262,0,85,104,178
16,40.78999001029318,-73.94847027760451,4fb0a200e4b02f54b8ddc939,103 Express,40.790130649786676,-73.94853340824946,Deli / Bodega,16.52202852052041,0,12,68,68
17,40.791786641609455,-73.95206354023708,4be98e4a415e20a15ef5e3bb,105 Madison Deli,40.791979,-73.951764,Deli / Bodega,33.0766376412507,2,16,28,30
18,40.80256642950715,-73.96823322208361,46de9aa4f964a520984a1fe3,107 West,40.80267393023797,-73.96794606118878,Restaurant,26.973285086632423,26,680,1052,1178
19,40.80256642950715,-73.96823322208361,58fbdc8fe0755067a6dcf3ee,108 Food- Dried Hot Pot,40.80294544678837,-73.96756255401004,Chinese Restaurant,70.46954519494639,10,918,467,1631
20,40.795379904242026,-73.94847027760451,4c693cdf1a6620a1dff6628c,109 Deli Grocery,40.79611605966127,-73.94858602648705,Deli / Bodega,82.46049644038901,1,37,544,545
21,40.80256642950715,-73.96463995945105,4ac51996f964a52052b020e3,109 St. Gourmet Deli,40.80225063852413,-73.96420344328793,Deli / Bodega,50.83909114835028,11,227,562,625
22,40.768430434497795,-73.98979279787898,4b78b416f964a5208fde2ee3,10th Ave Gourmet,40.76803756931551,-73.98941011140491,Deli / Bodega,54.3030253334699,6,200,413,545
23,40.7199213889582,-74.00775911104179,4bda525dc79cc928fd8e7ee9,111 Hudson Market,40.719747258154406,-74.00862015586026,Deli / Bodega,75.12745383931322,20,2238,4040,7360
24,40.798973166874596,-73.95565680286964,4e4c7f6a6284776ee1241dd1,112 Deli,40.79985576455951,-73.9555121685738,Deli / Bodega,98.92368817445265,0,36,546,546
25,40.80256642950715,-73.94487701497195,56975450498eea138fbead2d,118 Kitchen,40.8018391436012,-73.94521556015745,Mexican Restaurant,85.77099310512975,2,130,72,252
26,40.727107914223325,-73.9790130099813,4aad8027f964a5209d6020e3,11B Express,40.727554084558335,-73.97964807568043,Pizza Place,72.99646995846149,17,902,1219,1622
27,40.736091070804726,-74.00775911104179,4a40e54af964a520a9a41fe3,11th Street Cafe,40.7356474877685,-74.00756022712986,Breakfast Spot,52.109277456907215,67,3053,5326,7332
28,40.727107914223325,-74.00236921709295,45a7dc66f964a52019411fe3,12 Chairs,40.727680413179996,-74.00261614432705,Middle Eastern Restaurant,66.99430860556704,132,7689,7733,12844
29,40.804363060823434,-73.94667364628823,4e8ce52d0aaf409343c1e96a,121 Lenox Gourmet Deli,40.805119912066026,-73.94736270469411,Deli / Bodega,102.23866635819952,4,481,397,1117
30,40.80256642950715,-73.93589385839056,4c3b006262f1c92817c58e53,123 Street Food Corp.,40.802738442741855,-73.93651885450791,Sandwich Place,55.99317139271703,0,12,19,19
31,40.8564653689956,-73.92691070180913,4bfef5d94e5d0f47ec6f7d1f,124 Ft. George Deli Grocery Inc,40.856862,-73.928104,Deli / Bodega,109.65655768176077,1,100,55,209
32,40.71453149500935,-73.9790130099813,4b53623bf964a520fb9927e3,1337 347,40.713974,-73.98004499999998,Breakfast Spot,106.842508097443,0,20,23,23
33,40.82053274266997,-73.94308038365567,4eaa20218b8180c90b4953a4,142 Gourmet Deli,40.820497997854034,-73.9436505099669,Deli / Bodega,48.14540273670097,0,54,199,237
34,40.81873611135369,-73.93769048970681,4da154b922a5f04ded41fa54,143 Gourmet Deli,40.819243,-73.937402,Deli / Bodega,61.3884837856462,0,12,51,52
35,40.82232937398625,-73.94308038365567,4bdb84b4c79cc928034c83e9,145th St. Finest Gourmet Deli,40.82278389094619,-73.94205615782985,Deli / Bodega,99.94108619394346,3,37,223,223
36,40.736091070804726,-73.99158942919526,4a5d064bf964a52010bd1fe3,15 East,40.73632178656813,-73.9922141777118,Japanese Restaurant,58.57535004985671,136,5262,5191,7280
37,40.798973166874596,-73.94128375233939,52a889e911d27af5a41484b1,161 east 116 th street,40.79841995239258,-73.94107818603516,Deli / Bodega,63.922084755498894,0,25,66,67
38,40.74687085870242,-74.00596247972555,593ca51cf0b490219487fc4b,180 Tenth,40.746016,-74.005117,Restaurant,118.81694545062344,3,78,100,109
39,40.795379904242026,-73.94308038365567,4d92001a608fa1cdff76a483,1800 Lexington Ave Gourmet Deli,40.795992,-73.943625,Deli / Bodega,82.08817554794658,1,28,57,64
40,40.71453149500935,-74.00775911104179,5977d66b64c8e14048a7af6d,1803,40.71541804978279,-74.00742495064014,Cajun / Creole Restaurant,102.55673469807795,14,1598,761,2235
41,40.851075475046756,-73.93948712102309,49f925bdf964a520656d1fe3,181 Cabrini,40.851251236650356,-73.9403428959984,New American Restaurant,74.60798763864109,43,2170,5432,7409
42,40.851075475046756,-73.93948712102309,527dd322498e4b070fa0f484,181 Gourmet Deli,40.851095815370044,-73.93892661241044,Deli / Bodega,47.21296694014653,3,185,414,668
43,40.851075475046756,-73.93948712102309,4a5b2d43f964a520eaba1fe3,181st St Bakery & Deli,40.85101361568652,-73.93859158137181,Bakery,75.66032415780484,8,548,1196,1750
44,40.80076979819086,-73.94308038365567,4f6e18e0e4b0e0075b35614b,1825 Gourmet Deli,40.80147935427376,-73.94287351548394,Deli / Bodega,80.82299785077106,1,21,16,37
45,40.85287210636304,-73.9305039644417,4cf95450c671721e1391b618,187 Deli Grocery,40.85289496738328,-73.93085286995424,Deli / Bodega,29.46450722080744,0,27,75,76
46,40.807956323456004,-73.93769048970681,57212db2498ea3e48bde8fc4,1886 Park Ave Food Corp,40.807301,-73.937628,Deli / Bodega,73.08113442145603,0,24,17,58
47,40.72171802027448,-73.99697932314412,5b9ef2d9f8cbd4002c8c7c1e,19 Cleveland,40.721665543197545,-73.99746659545403,Mediterranean Restaurant,41.48955088053618,13,409,262,491
48,40.80076979819086,-73.96104669681849,57ebb121498efbe717d9e3d3,194 Manhattan Ave Deli Plaza,40.800022,-73.960409,Deli / Bodega,99.00272667275324,0,149,46,265
49,40.764837171865246,-73.95745343418592,512a10eee4b069ea6b8ecab2,1st Ave Deli,40.765282339293776,-73.95707617532709,Restaurant,58.83812109351011,0,15,329,338
50,40.764837171865246,-73.95745343418592,50ca5480e4b01c69d5ba2bd3,1st Avenue Gourmet Deli,40.76546325387085,-73.95769495084248,Deli / Bodega,72.55045948023954,1,187,618,785
51,40.739684333437296,-73.99518269182784,4ad39a8df964a52022e520e3,2 Bros. Pizza,40.739486996120064,-73.99529759514672,Pizza Place,23.99099446246397,23,2074,2063,3384
52,40.75405738396755,-73.99158942919526,4b9c3c35f964a5209f5736e3,2 Bros. Pizza,40.75472246344693,-73.99175064209689,Pizza Place,75.2134370574234,88,6596,6889,10435
53,40.804363060823434,-73.93769048970681,4f7b741ce4b086fa1e6451de,2 Bros. Pizza,40.80479353400502,-73.93829081069208,Pizza Place,69.6226258488312,7,652,644,1080
54,40.7594472779164,-73.96823322208361,4bbf743cba9776b09428ffc8,2 Darbar Grill Fine Indian Cuisine,40.75912154324992,-73.96889841938614,Indian Restaurant,66.73584095227461,39,1970,2027,2670
55,40.705548338427946,-74.01853889893951,4b6045adf964a52001dd29e3,2 West At The Ritz Carlton,40.70574392709303,-74.01782141879579,American Restaurant,64.29068774079458,15,863,861,1330
56,40.7881933789769,-73.94128375233939,4af8ed5ef964a520951022e3,2015 Deli-Food,40.788371999999995,-73.941199,Deli / Bodega,21.111134239630747,0,29,29,70
57,40.71273486369307,-73.98619953524644,5673d0d938fa94c27c15e3c4,207 Gourmet Deli,40.713583,-73.987042,Deli / Bodega,118.08782535572588,0,13,11,24
58,40.80076979819086,-73.95745343418592,4e18902d88777e964771b76b,2070 KS Deli & Grocery,40.80101622724815,-73.95723203366902,Deli / Bodega,33.148726330344765,0,52,150,179
59,40.804363060823434,-73.93769048970681,4be6fdeb2457a5932963ad15,2085 Deli,40.804526383794496,-73.93708716600939,Deli / Bodega,53.94741784425062,0,55,34,77
60,40.761243909232675,-73.97721637866502,42225f00f964a520b31f1fe3,21 Club,40.7604167248312,-73.97762369791745,American Restaurant,98.19893288330258,132,8750,8515,11744
61,40.82412600530253,-73.93948712102309,4e79529ae4cdb158f1dbceed,228 West Harlem Deli & Grocery,40.82358207546367,-73.93987659307959,Deli / Bodega,68.81172196116951,0,22,137,137
62,40.74507422738614,-73.97541974734874,4bba3cf87421a593728fc340,251 Ginza Sushi,40.74556726462068,-73.97570605695259,Sushi Restaurant,59.91325915752464,16,893,1101,1629
63,40.816939480037405,-73.94667364628823,4e8bd9d1f5b91e22554dadf0,2527 Food Inc,40.816422940484706,-73.94681134886906,Deli / Bodega,58.6122818849361,1,20,87,88
64,40.74327759606986,-73.98440290393016,4ac4cfd1f964a520119f20e3,28 Fusion Sushi/Chef 28,40.74369840605878,-73.98514777637979,Chinese Restaurant,78.30183765553723,21,1026,1777,2101
65,40.73070117685589,-73.97541974734874,4ea62713cc219396a44d5099,281 Trufflepalooza,40.730442,-73.97545500000003,French Restaurant,28.98092805856093,0,25,37,47
66,40.807956323456004,-73.94667364628823,4e8c9fff9a52f194de4df2e6,282 American Deli,40.80717715428516,-73.9458584694231,Deli / Bodega,110.5498924842095,1,15,61,61
67,40.74507422738614,-73.9790130099813,3fd66200f964a5209be41ee3,2nd Ave Deli,40.745118,-73.97903000000002,Jewish Restaurant,5.0749699780631445,175,7933,9853,12243
68,40.77022706581408,-73.95386017155336,4e4ad22918387418d6f3b9ef,2nd Ave Deli,40.76979659487525,-73.95453526950506,Deli / Bodega,74.34189782581628,53,2401,3167,3650
69,40.78100685371177,-73.9502669089208,4ae46dd7f964a5208b9a21e3,3 Decker Restaurant,40.78101979159768,-73.94943891830678,Diner,69.7519535901413,23,996,1687,2046
70,40.782803485028055,-73.95745343418592,4e4cbe73bd413c4cc66bd030,3 Guys,40.78259690227818,-73.95750414131378,Diner,23.37166491651709,12,942,917,1354
71,40.7881933789769,-73.95386017155336,4a897cb1f964a5201f0820e3,3 Guys Restaurant,40.787442622504265,-73.95403610873487,Diner,84.81080816730167,16,1734,1596,2975
72,40.748667490018704,-73.99518269182784,4e40333762e19d610991ba91,374 deli,40.748835927317316,-73.99586963308325,Deli / Bodega,60.84182412467623,4,899,642,1803
73,40.7199213889582,-73.9879961665627,58d70085ca10707e57e7ec9d,375 Degrees,40.71971765383029,-73.98852451330974,Fast Food Restaurant,49.97415170221565,5,335,299,436
74,40.75585401528383,-73.99697932314412,56191b5c498ebea69f39dea9,37th Food Market,40.756393657910436,-73.99779116621109,Deli / Bodega,91.00468952077576,2,507,186,707
75,40.77921022239549,-73.96643659076733,4fe1dfb0e4b0217920c3e1d1,3a Rassif,40.7798915,-73.9659691,Café,85.39765553914378,0,0,0,0
76,40.736091070804726,-74.0005725857767,585164b77220e62219c9aeb6,4 Charles Prime Rib,40.735219495923204,-74.00064881888709,Steakhouse,97.15780784208131,51,2271,1610,3371
77,40.73070117685589,-74.00596247972555,4bb392ba42959c745a22222c,428 Hudson Deli,40.730511,-74.00667,Deli / Bodega,63.276271707834795,1,20,18,22
78,40.761243909232675,-74.0005725857767,4cab7765d971b1f751422be1,42nd Street Restaurant and Pizza,40.76163338677404,-74.00016669706137,American Restaurant,55.19158069362505,8,328,210,374
79,40.76304054054896,-73.9987759544604,4c717259d97fa143c7e7f8ca,42nd street pizza corp,40.76339179985014,-73.99941332076565,Pizza Place,66.40626539415267,0,93,94,119
80,40.761243909232675,-73.99518269182784,4c563bf72308be9a46a6566c,43 Street Deli & Grocery,40.760429391021034,-73.99497897326191,Deli / Bodega,92.21013007701694,1,85,457,507
81,40.761243909232675,-73.99518269182784,4bed78583372c928aea81114,43rd St. Grocery,40.76064774159574,-73.99483955812066,Deli / Bodega,72.33921543906477,1,31,63,73
82,40.761243909232675,-73.99518269182784,4665447af964a5207f471fe3,44 & X,40.76102377100562,-73.99451778340419,American Restaurant,61.13604718646172,177,11604,12852,17195
83,40.75226075265128,-73.97002985339991,4b61d202f964a52011252ae3,45 Deli Market,40.75175790415494,-73.97088238074888,Deli / Bodega,91.04194089719414,6,395,1424,1646
84,40.71632812632564,-73.9987759544604,4ca91f86a6e08cfac96a9694,456 Shanghai Cuisine,40.71624400171842,-73.99811880687862,Chinese Restaurant,56.18647491230146,110,5079,6072,7413
85,40.718124757641924,-73.98260627261386,4cacfe34a6e08cfa621db094,47 Pitt Grocery Store,40.71898369529209,-73.9819436633251,Deli / Bodega,110.6714851939777,2,36,245,245
86,40.71632812632564,-73.98080964129758,591456550313204b13a03777,49 Columbia Newsstand & Luncheonette,40.71712172543419,-73.98022943986145,Diner,100.91853727952112,0,92,112,406
87,40.764837171865246,-73.99518269182784,4badf8caf964a520e1763be3,49 Gourmet Deli,40.76511809092038,-73.9949919614204,Deli / Bodega,35.13589448173947,2,719,503,1132
88,40.8367024245165,-73.94308038365567,4c45da64f97fbe9aa121bd30,5 Estrella Bakery,40.83668420060924,-73.94307793525185,Bakery,2.0374870600714576,5,325,261,729
